id,year,neighborhood,percentage,rolling_percentage,rel_average_rolling,rel_initial_rolling,rel_1945_rolling,rel_initial,rel_average
66,1912,South Shore,0,2.079571837,-45.35668665,4568.63878,10.00609968,-100,-100
72,1913,South Shore,8.303249097,2.079571837,-45.35668665,4568.63878,10.00609968,3628.158848,118.1781048
78,1914,South Shore,0.480769231,0.589376563,-84.51340432,1223.150386,-68.82290103,115.8653849,-87.36719585
84,1915,South Shore,0.22172949,0.548017238,-85.60017158,1130.2987,-71.01074471,-0.443458891,-94.17378434
90,1916,South Shore,1.392111369,0.64451641,-83.06453688,1346.939342,-65.90608933,525.0580053,-63.42055784
96,1917,South Shore,0,0.366094136,-90.38042531,721.881337,-80.63419242,-100,-100
102,1918,South Shore,0.852272727,0.421342755,-88.92869975,845.9144864,-77.71162684,282.6704548,-77.60548357
108,1919,South Shore,0.273972603,0.297399838,-92.18545269,567.6626361,-84.26801345,23.01369887,-92.80103215
114,1920,South Shore,0.704225352,0.760252376,-80.02343173,1606.766585,-59.78383765,216.1971834,-81.49561084
120,1921,South Shore,0,0.741172907,-80.5247683,1563.933177,-60.79311175,-100,-100
126,1922,South Shore,0.276243094,0.930248537,-75.55657305,1988.407968,-50.79130644,24.03314933,-92.7413722
132,1923,South Shore,0.232558139,1.62208163,-57.37780576,3541.573263,-14.19441719,4.418604514,-93.88924824
138,1924,South Shore,2.588235294,2.157848483,-43.2998713,4744.36985,14.1468119,1062.117648,-31.99092735
144,1925,South Shore,0.608828006,2.117908431,-44.3493454,4654.704432,12.03404556,173.363775,-84.00229369
150,1926,South Shore,0.945378152,2.626394931,-30.98823585,5796.256625,38.9321866,324.4747907,-75.15902377
156,1927,South Shore,3.73540856,3.274528603,-13.95772472,7251.316721,73.21744477,1577.198445,-1.847535755
162,1928,South Shore,2.911392405,2.822867866,-25.82566731,6237.338365,49.32529776,1207.215191,-23.49957592
168,1929,South Shore,2.388535032,2.644943973,-30.50083691,5837.899225,39.91340192,972.4522304,-37.23829788
174,1930,South Shore,3.151260505,2.936467736,-22.8406907,6492.370073,55.3345533,1314.915968,-17.19674593
180,1931,South Shore,4.186046512,3.449869749,-9.350419974,7644.957594,82.49271733,1779.534886,9.993531898
186,1932,South Shore,1.477104875,2.788099043,-26.73926098,6159.282358,47.48608138,563.2200895,-61.1872487
192,1933,South Shore,2.02177294,2.933854539,-22.90935568,6486.503446,55.19631927,807.776051,-46.87542393
198,1934,South Shore,3.846153846,3.296994307,-13.36741065,7301.752227,74.40584541,1626.923079,1.062433141
204,1935,South Shore,5.718270572,3.847351167,1.093894227,8537.303378,103.518863,2467.503489,50.25460772
210,1936,South Shore,0.877192982,3.161362956,-16.93129157,6997.259844,67.23115896,293.8596493,-76.95067315
216,1937,South Shore,2.205882353,3.357441388,-11.77908909,7437.455923,77.60340149,890.4411775,-42.03772217
222,1938,South Shore,3.837471783,3.609906536,-5.145256141,8004.24018,90.95841319,1623.024832,0.834301234
228,1939,South Shore,6.597938145,2.842412179,-25.31211639,6281.215348,50.35916138,2862.47423,73.3689575
234,1940,South Shore,2.288329519,2.392389767,-37.13700996,5270.915033,26.55367922,927.459955,-39.87132125
240,1941,South Shore,1.857585139,3.460147592,-9.08035697,7668.031353,83.03639918,734.0557282,-51.18966078
246,1942,South Shore,3.468208092,3.088630565,-18.84242481,6833.975624,63.38372912,1457.225435,-8.868557408
252,1943,South Shore,0,2.394988946,-37.06871333,5276.75019,26.69117171,-100,-100
258,1944,South Shore,4.347826087,2.55164691,-32.95233224,5628.447318,34.97813311,1852.173915,14.24448964
264,1945,South Shore,7.627118644,1.890415026,-50.32701504,4143.981737,0,3324.576275,100.4119437
270,1946,South Shore,0,0.549040377,-85.57328735,1132.595647,-70.95662227,-100,-100
276,1947,South Shore,0,0.72145417,-81.04290242,1519.664612,-61.83620211,-100,-100
282,1948,South Shore,0.783289817,0.72145417,-81.04290242,1519.664612,-61.83620211,251.6971282,-79.41809456
288,1949,South Shore,1.041666667,0.69058237,-81.85409701,1450.357422,-63.46927207,367.7083339,-72.62892435
294,1950,South Shore,0.920245399,0.582249036,-84.70068888,1207.149088,-69.19993607,313.1901846,-75.81941783
300,1951,South Shore,0.862068965,0.749762457,-80.29906728,1583.216717,-60.33873798,287.0689657,-77.34807534
306,1952,South Shore,0,1.035095142,-72.80159926,2223.788597,-45.24508489,-100,-100
312,1953,South Shore,0.628930818,1.517992527,-60.11287526,3307.893226,-19.70056807,182.3899376,-83.47406753
318,1954,South Shore,0.5,1.654378648,-56.52916182,3614.080068,-12.48595545,124.5000002,-86.86188369
324,1955,South Shore,1.7578125,3.046487686,-19.94978089,6739.364863,61.15443673,689.2578133,-53.81130985
330,1956,South Shore,2.288732394,4.606036298,21.0292812,10240.5515,143.6521206,927.6408459,-39.86073522
336,1957,South Shore,2.414486921,6.495707659,70.68272547,14482.86371,243.6127819,984.1046286,-36.55638001
342,1958,South Shore,1.310861423,7.490642787,96.82587234,16716.49307,296.243295,488.5767795,-65.55550032
348,1959,South Shore,7.460545194,9.057738795,138.0032516,20234.62361,379.1402244,3249.784795,96.03502097
354,1960,South Shore,9.555555556,8.771659907,130.4861762,19592.37651,364.0070983,4190.444449,151.0840006
360,1961,South Shore,11.7370892,7.275221842,91.16542147,16232.87305,284.8478637,5169.953056,208.4064861
366,1962,South Shore,7.389162562,5.731824102,50.61074344,12767.94512,203.2045358,3217.733994,94.15935433
372,1963,South Shore,9.146341463,5.906533963,55.20146038,13160.16876,212.4464143,4006.707321,140.3313959
378,1964,South Shore,6.030150753,7.097793528,86.50327382,15834.54649,275.4621833,2607.537691,58.44964391
384,1965,South Shore,2.073365231,8.48385069,122.9236342,18946.24482,348.7824406,830.9409896,-45.51977289
390,1966,South Shore,4.020100503,10.05842496,164.2975139,22481.16405,432.0749581,1705.025128,5.633095963
396,1967,South Shore,8.262711864,11.10314435,191.7488037,24826.55909,487.3389811,3609.957631,117.112939
402,1968,South Shore,15.10263929,10.91810722,186.886725,24411.15073,477.5508061,6681.085048,296.8404631
408,1969,South Shore,12.96043656,8.838755831,132.2492043,19743.00686,367.5563679,5719.236021,240.5514459
414,1970,South Shore,9.946236559,7.548443667,98.3446617,16846.25605,299.3008712,4365.860219,161.3496255
420,1971,South Shore,9.24369748,7.394058741,94.28800746,16499.66189,291.13415,4050.420173,142.8895452
426,1973,South Shore,7.337526205,8.676018333,127.9730759,19377.66118,358.9478086,3194.549269,92.8025454
432,1974,South Shore,4.705882353,8.458513092,122.2578576,18889.36191,347.4421213,2012.941179,23.65285938
438,1975,South Shore,6.50887574,8.053419096,111.6135135,17979.92589,326.0132821,2822.48521,71.02873302
444,1976,South Shore,9.174311927,6.913260109,81.65443078,15420.26896,265.7006539,4019.266059,141.0663543
450,1977,South Shore,15.65349544,5.18113745,36.14077286,11531.65359,174.0740726,6928.41946,311.3148875
456,1978,South Shore,6.25,2.217977629,-41.71990389,4879.359782,17.32754971,2706.250003,64.22645386
462,1979,South Shore,2.680412371,1.31181717,-65.53038689,2845.02955,-30.60692216,1103.505156,-29.56886103
468,1980,South Shore,0.808080808,0.982988582,-74.17076336,2106.809369,-48.00144049,262.8282832,-78.76668072
474,1981,South Shore,0.51369863,1.599714214,-57.96553719,3491.358414,-15.37761855,130.6506851,-86.5019353
480,1982,South Shore,0.837696335,2.465832619,-35.2072085,5435.794236,30.43869129,276.1256548,-77.98849624
486,1983,South Shore,1.719197707,2.872866691,-24.51188656,6349.585727,51.97015743,671.9197712,-54.82596114
492,1984,South Shore,1.03626943,3.257423018,-14.40719504,7212.914683,72.31258608,365.2849745,-72.7707434
498,1985,South Shore,3.891708968,4.367999813,14.77457915,9706.159589,131.0603626,1647.377328,2.259450123
504,1986,South Shore,4.844290657,4.844290657,27.28970817,10775.43254,156.2554038,2075.086507,27.28970817
3,1902,S. Woodlawn,8.695652174,5.247666948,-11.96922221,0,-23.31231547,5.522914209,45.87149526
9,1903,S. Woodlawn,8.240534522,4.389039657,-26.37288558,-16.36207669,-35.86001322,0,38.23679563
15,1904,S. Woodlawn,4.301075269,3.583038016,-39.89374201,-31.72131441,-47.63865699,-47.80587039,-27.84850772
21,1905,S. Woodlawn,2.605863192,3.675203915,-38.3476386,-29.96499299,-46.29177476,-68.37749802,-56.28606657
27,1906,S. Woodlawn,2.395209581,5.820697942,-2.356500086,10.91972872,-14.93822835,-70.93380806,-59.81982765
33,1907,S. Woodlawn,4.402515723,8.780570052,47.2960115,67.32331034,28.31637238,-46.57487677,-26.14682159
39,1908,S. Woodlawn,4.210526316,8.483400241,42.31092196,61.66041644,23.97363018,-48.90469417,-29.3674865
45,1909,S. Woodlawn,4.761904762,7.857901476,31.81804135,49.74085731,14.83279627,-42.21364222,-20.11799069
51,1910,S. Woodlawn,13.33333333,8.828597447,48.10168171,68.23852457,29.01822898,61.80180174,123.669626
57,1911,S. Woodlawn,17.19457013,7.226232333,21.22165127,37.70371491,5.601790481,108.6584321,188.4427303
63,1912,S. Woodlawn,2.916666667,5.179429676,-13.11391759,-1.300335415,-24.30951259,-64.60585586,-51.07226929
69,1913,S. Woodlawn,1.083032491,6.655433166,11.64636857,26.8265161,-2.739681426,-86.85725437,-81.83188958
75,1914,S. Woodlawn,9.615384616,7.972917577,33.74746199,51.93261419,16.51360387,16.68399168,61.30021111
81,1915,S. Woodlawn,5.321507761,7.967648873,33.6590783,51.8322133,16.43660876,-35.4227842,-10.73052618
87,1916,S. Woodlawn,6.960556844,7.889262814,32.34413476,50.33848171,15.29110058,-15.53270209,16.76488599
93,1917,S. Woodlawn,10.29668412,6.976193361,17.02719203,32.93895041,1.947802912,24.95165323,72.72916151
99,1918,S. Woodlawn,7.670454546,6.684812338,12.1392107,27.38636817,-2.31034384,-6.917997546,28.6735775
105,1919,S. Woodlawn,9.589041095,7.522814453,26.19688217,43.35540971,9.93594436,16.36430949,60.8582927
111,1920,S. Woodlawn,4.929577465,5.934417999,-0.448820902,13.08678805,-13.27636073,-40.17891131,-17.30524388
117,1921,S. Woodlawn,2.39520958,5.831303114,-2.178595976,11.1218218,-14.78324785,-70.93380807,-59.81982767
123,1922,S. Woodlawn,8.839779005,6.86486624,15.15965487,30.81749106,0.32090486,7.271912779,48.28925484
129,1923,S. Woodlawn,11.86046512,6.90235791,15.78858595,31.5319356,0.868795832,43.92834698,98.96193487
135,1924,S. Woodlawn,1.647058823,6.606214252,10.82071036,25.88859617,-3.458950507,-80.01271861,-72.37022267
141,1925,S. Woodlawn,4.414003043,9.111197391,52.84235851,73.62377381,33.14805193,-46.43547659,-25.95411925
147,1926,S. Woodlawn,7.56302521,12.34604384,107.1076257,135.2672905,80.42103753,-8.221667056,26.87142655
153,1927,S. Woodlawn,9.027237354,14.058245,135.8301802,167.8951454,105.442584,9.546745177,51.43391025
159,1928,S. Woodlawn,10.37974683,16.83182264,182.3575607,220.7486833,145.9747384,25.95963044,74.12255691
165,1929,S. Woodlawn,14.17197452,17.2753134,189.7972166,229.199882,152.455767,71.97882591,137.7380181
171,1930,S. Woodlawn,20.58823529,18.93484562,217.6362379,260.824073,176.7076268,149.8410174,245.3722166
177,1931,S. Woodlawn,16.12403101,18.41552492,208.924518,250.9278524,169.1184444,95.66729521,170.484199
183,1932,S. Woodlawn,22.89512555,18.04159591,202.6517758,243.8022285,163.6539684,177.8354425,284.0708128
189,1933,S. Woodlawn,12.59720062,17.62923747,195.7343714,235.9442899,157.6278973,52.86873183,111.3208364
195,1934,S. Woodlawn,22.46963562,17.7283075,197.3962932,237.8321772,159.0756743,172.6720647,276.9331248
201,1935,S. Woodlawn,17.9916318,17.72922574,197.4116969,237.8496752,159.0890931,118.3308832,201.8136168
207,1936,S. Woodlawn,14.25438596,18.52449206,210.7524659,253.0043397,170.7108544,72.97889988,139.1204883
213,1937,S. Woodlawn,20.83333333,22.29900186,274.0707056,324.9317284,225.8703033,152.8153152,249.4837907
219,1938,S. Woodlawn,13.09255079,21.9473641,268.1719041,318.2308884,220.7315843,58.87987308,119.6304455
225,1939,S. Woodlawn,22.47422681,21.14703576,254.7462185,302.9797616,209.0358483,172.7277794,277.010143
231,1940,S. Woodlawn,21.96796339,19.11595851,220.6744469,264.2753761,179.3543513,166.5842044,268.5174618
237,1941,S. Woodlawn,33.12693498,16.75626414,181.0900501,219.3088339,144.8705512,301.9998326,455.711687
243,1942,S. Woodlawn,19.07514451,11.02473189,84.94232448,110.0882545,61.11181783,131.4794563,219.989783
249,1943,S. Woodlawn,9.090909092,8.638274418,44.90897067,64.61171229,26.23691063,10.31941032,52.50201779
255,1944,S. Woodlawn,12.31884058,8.334452913,39.81229749,58.82206313,21.79696274,49.49079513,106.651285
261,1945,S. Woodlawn,10.16949153,6.842907019,14.79128406,30.39903422,0,23.40815396,70.59547758
267,1946,S. Woodlawn,4.469273743,6.281401351,5.371901848,19.69893314,-8.205659765,-45.76475918,-25.02694099
273,1947,S. Woodlawn,7.142857144,6.551339706,9.900177665,24.84290202,-4.260869136,-13.32046332,19.82301398
279,1948,S. Woodlawn,7.571801566,6.714808078,12.64239589,27.95796961,-1.871995932,-8.11516479,27.01865187
285,1949,S. Woodlawn,4.861111112,5.452020092,-8.541152859,3.894171376,-20.32596561,-41.00975975,-18.45378215
291,1950,S. Woodlawn,7.36196319,5.279797869,-11.43021887,0.612289654,-22.84276471,-10.66158184,23.49856653
297,1951,S. Woodlawn,5.818965517,4.549592731,-23.67957213,-13.30256328,-33.51374323,-29.38606711,-2.385561906
303,1952,S. Woodlawn,7.960199005,4.442137656,-25.48215486,-15.35023658,-35.08405647,-3.401909382,33.53410511
309,1953,S. Woodlawn,1.257861635,3.373236688,-43.41320585,-35.71930685,-50.70462482,-84.73567908,-78.89909188
315,1954,S. Woodlawn,4,3.683462114,-38.20910548,-29.80762402,-46.17109214,-51.45945946,-32.89911218
321,1955,S. Woodlawn,3.7109375,2.912156519,-51.14792804,-44.50569086,-57.44269927,-54.96727196,-37.74819978
327,1956,S. Woodlawn,5.281690141,2.214413463,-62.85272266,-57.80194351,-67.63928756,-35.9059764,-11.39847559
333,1957,S. Woodlawn,2.615694165,1.251972148,-78.99788933,-76.14230932,-81.70408943,-68.25819784,-56.12114982
339,1958,S. Woodlawn,2.808988764,1.024399818,-82.81546569,-80.47894754,-85.02975687,-65.91254176,-52.87859002
345,1959,S. Woodlawn,0.143472023,0.523577675,-91.21686829,-90.02265807,-92.34860749,-98.25894761,-97.59322497
351,1960,S. Woodlawn,0.222222222,0.729389133,-87.7643354,-86.10069693,-89.34094631,-97.30330331,-96.2721729
357,1961,S. Woodlawn,0.469483568,0.876332248,-85.29933203,-83.30053608,-87.19356779,-94.30275346,-92.12430894
363,1962,S. Woodlawn,1.477832512,0.98344056,-83.50256633,-81.25947074,-85.62832204,-82.06630276,-75.2090316
369,1963,S. Woodlawn,0.304878049,0.814992702,-86.32831654,-84.46942785,-88.08996382,-96.30026368,-94.88560306
375,1964,S. Woodlawn,1.172529314,0.871319145,-85.38342796,-83.39606623,-87.26682765,-85.77119833,-80.33056051
381,1965,S. Woodlawn,0.956937799,0.691383541,-88.40188764,-86.82493482,-89.89634757,-88.38743049,-83.94715603
387,1966,S. Woodlawn,1.005025125,0.526877702,-91.16150961,-89.95977247,-92.30038198,-87.8038843,-83.14048046
393,1967,S. Woodlawn,0.635593221,0.381895086,-93.59362517,-92.72257387,-94.41911041,-92.28699037,-89.33778264
399,1968,S. Woodlawn,0.586510264,0.296705163,-95.02270504,-94.34596049,-95.66404802,-92.88261869,-90.16116014
405,1969,S. Woodlawn,0.272851296,0.355873698,-94.03013973,-93.21843971,-94.79937844,-96.68891265,-95.42285895
411,1970,S. Woodlawn,0.134408602,0.419646634,-92.96033457,-92.00317707,-93.86742166,-98.36893345,-97.74526587
417,1971,S. Woodlawn,0.280112045,0.423345953,-92.89827767,-91.93268251,-93.81336101,-96.60080248,-95.30105827
423,1973,S. Woodlawn,0.209643606,0.488904092,-91.79852535,-90.6834009,-92.85531587,-97.45594651,-96.48318198
429,1974,S. Woodlawn,0.882352941,0.741093018,-87.56800014,-85.87766669,-89.16990958,-89.29252783,-85.19833357
435,1975,S. Woodlawn,0.591715976,0.647096656,-89.14480997,-87.66886956,-90.54354159,-92.81944667,-90.07383317
441,1976,S. Woodlawn,0.152905199,0.609561542,-89.77446984,-88.38414198,-91.09206745,-98.14447475,-97.43498135
447,1977,S. Woodlawn,0.607902736,0.613227077,-89.71297967,-88.31429122,-91.03850051,-92.62301815,-89.80229668
453,1978,S. Woodlawn,1.470588236,0.554473755,-90.69857969,-89.43389966,-91.8971023,-82.15421303,-75.33055594
459,1979,S. Woodlawn,0.412371134,0.289009403,-95.15180312,-94.49261156,-95.77651132,-94.99582056,-93.0823827
465,1980,S. Woodlawn,0.404040405,0.206535176,-96.53532658,-96.06424763,-96.98176264,-95.09691509,-93.22213253
471,1981,S. Woodlawn,0.171232876,0.159568043,-97.32321066,-96.95925743,-97.66812493,-97.92206591,-97.1275305
477,1982,S. Woodlawn,0.314136125,0.286797823,-95.18890287,-94.53475562,-95.80883063,-96.18791567,-94.73029678
483,1983,S. Woodlawn,0.143266475,0.279963247,-95.30355439,-94.66499589,-95.90870888,-98.26144197,-97.59667308
489,1984,S. Woodlawn,0,0.325528838,-94.53918149,-93.79669401,-95.24282827,-100,-100
495,1985,S. Woodlawn,0.169204738,0.488293257,-91.80877224,-90.69504102,-92.86424241,-97.94667764,-97.16155296
501,1986,S. Woodlawn,0.807381776,0.807381776,-86.45599151,-84.61446231,-88.20118739,-90.20231304,-86.45599151
