Search_and_address,old_search,old_addr,search,addr,city_state,full,Quantity,Publication,Month,Day,Year,Edition,lon,lat,geoAddress
1313_East_60TH_@1313_E_60TH_ST@.html,1313_East_60TH_,1313_E_60TH_ST,1313 East 60TH ,1313 E 60TH ST,"Chicago, IL","1313 E 60TH ST, Chicago, IL","1", Daily Maroon,May,"4","1945",,"-87.5928071","41.7858456","chapin hall, 1313 e 60th st, chicago, il 60637, usa"
1313_East_60TH_@1313_E_60TH_ST@.html,1313_East_60TH_,1313_E_60TH_ST,1313 East 60TH ,1313 E 60TH ST,"Chicago, IL","1313 E 60TH ST, Chicago, IL","1", Daily Maroon,December,"11","1970",,"-87.5928071","41.7858456","chapin hall, 1313 e 60th st, chicago, il 60637, usa"
1313_East_60TH_@1313_E_60TH_ST@.html,1313_East_60TH_,1313_E_60TH_ST,1313 East 60TH ,1313 E 60TH ST,"Chicago, IL","1313 E 60TH ST, Chicago, IL","1", Daily Maroon,February,"18","1977",,"-87.5928071","41.7858456","chapin hall, 1313 e 60th st, chicago, il 60637, usa"
1313_East_60TH_@1313_E_60TH_ST@.html,1313_East_60TH_,1313_E_60TH_ST,1313 East 60TH ,1313 E 60TH ST,"Chicago, IL","1313 E 60TH ST, Chicago, IL","1", Daily Maroon,February,"22","1957",,"-87.5928071","41.7858456","chapin hall, 1313 e 60th st, chicago, il 60637, usa"
1313_East_60TH_@1313_E_60TH_ST@.html,1313_East_60TH_,1313_E_60TH_ST,1313 East 60TH ,1313 E 60TH ST,"Chicago, IL","1313 E 60TH ST, Chicago, IL","1", Daily Maroon,September,"26","1975",,"-87.5928071","41.7858456","chapin hall, 1313 e 60th st, chicago, il 60637, usa"
1313_East_60TH_@1313_E_60TH_ST@.html,1313_East_60TH_,1313_E_60TH_ST,1313 East 60TH ,1313 E 60TH ST,"Chicago, IL","1313 E 60TH ST, Chicago, IL","1", Daily Maroon,February,"25","1966",,"-87.5928071","41.7858456","chapin hall, 1313 e 60th st, chicago, il 60637, usa"
1313_East_60TH_@1313_E_60TH_ST@.html,1313_East_60TH_,1313_E_60TH_ST,1313 East 60TH ,1313 E 60TH ST,"Chicago, IL","1313 E 60TH ST, Chicago, IL","1", Daily Maroon,April,"30","1976",,"-87.5928071","41.7858456","chapin hall, 1313 e 60th st, chicago, il 60637, usa"
1313_East_60TH_@1313_E_60TH_ST@.html,1313_East_60TH_,1313_E_60TH_ST,1313 East 60TH ,1313 E 60TH ST,"Chicago, IL","1313 E 60TH ST, Chicago, IL","1", Daily Maroon,June,"12","1959",,"-87.5928071","41.7858456","chapin hall, 1313 e 60th st, chicago, il 60637, usa"
247_East_ONTARIO_@247_E_ONTARIO_ST@.html,247_East_ONTARIO_,247_E_ONTARIO_ST,247 East ONTARIO ,247 E ONTARIO ST,"Chicago, IL","247 E ONTARIO ST, Chicago, IL","1", Daily Maroon,February,"20","1924",,"-87.6208109","41.8932105","247 e ontario st, chicago, il 60611, usa"
247_East_ONTARIO_@247_E_ONTARIO_ST@.html,247_East_ONTARIO_,247_E_ONTARIO_ST,247 East ONTARIO ,247 E ONTARIO ST,"Chicago, IL","247 E ONTARIO ST, Chicago, IL","1", Daily Maroon,January,"25","1924",,"-87.6208109","41.8932105","247 e ontario st, chicago, il 60611, usa"
247_East_ONTARIO_@247_E_ONTARIO_ST@.html,247_East_ONTARIO_,247_E_ONTARIO_ST,247 East ONTARIO ,247 E ONTARIO ST,"Chicago, IL","247 E ONTARIO ST, Chicago, IL","1", Daily Maroon,January,"22","1924",,"-87.6208109","41.8932105","247 e ontario st, chicago, il 60611, usa"
247_East_ONTARIO_@247_E_ONTARIO_ST@.html,247_East_ONTARIO_,247_E_ONTARIO_ST,247 East ONTARIO ,247 E ONTARIO ST,"Chicago, IL","247 E ONTARIO ST, Chicago, IL","1", Daily Maroon,February,"3","1925",,"-87.6208109","41.8932105","247 e ontario st, chicago, il 60611, usa"
247_East_ONTARIO_@247_E_ONTARIO_ST@.html,247_East_ONTARIO_,247_E_ONTARIO_ST,247 East ONTARIO ,247 E ONTARIO ST,"Chicago, IL","247 E ONTARIO ST, Chicago, IL","1", Daily Maroon,March,"7","1924",,"-87.6208109","41.8932105","247 e ontario st, chicago, il 60611, usa"
247_East_ONTARIO_@247_E_ONTARIO_ST@.html,247_East_ONTARIO_,247_E_ONTARIO_ST,247 East ONTARIO ,247 E ONTARIO ST,"Chicago, IL","247 E ONTARIO ST, Chicago, IL","1", Daily Maroon,February,"6","1925",,"-87.6208109","41.8932105","247 e ontario st, chicago, il 60611, usa"
247_East_ONTARIO_@247_E_ONTARIO_ST@.html,247_East_ONTARIO_,247_E_ONTARIO_ST,247 East ONTARIO ,247 E ONTARIO ST,"Chicago, IL","247 E ONTARIO ST, Chicago, IL","1", Daily Maroon,January,"15","1924",,"-87.6208109","41.8932105","247 e ontario st, chicago, il 60611, usa"
