Search_and_address,old_search,old_addr,search,addr,city_state,full,Quantity,Publication,Month,Day,Year,Edition,lon,lat,geoAddress
5230_South_BLACKSTONE_@5230_S_BLACKSTONE_AVE@.html,5230_South_BLACKSTONE_,5230_S_BLACKSTONE_AVE,5230 South BLACKSTONE ,5230 S BLACKSTONE AVE,"Chicago, IL","5230 S BLACKSTONE AVE, Chicago, IL","1", Daily Maroon,February,"11","1983",,"-87.5906773","41.7999882","5230 s blackstone ave, chicago, il 60615, usa"
5222_S._HARPER_@5222_S_HARPER_AVE@.html,5222_S._HARPER_,5222_S_HARPER_AVE,5222 S. HARPER ,5222 S HARPER AVE,"Chicago, IL","5222 S HARPER AVE, Chicago, IL","1", Daily Maroon,August,"1","1986",,"-87.5892529","41.8002198","5222 s harper ave, chicago, il 60615, usa"
5846_South_WOODLAWN_@5846_S_WOODLAWN_AVE@.html,5846_South_WOODLAWN_,5846_S_WOODLAWN_AVE,5846 South WOODLAWN ,5846 S WOODLAWN AVE,"Chicago, IL","5846 S WOODLAWN AVE, Chicago, IL","1", Daily Maroon,November,"18","1960",,"-87.5970439","41.7884437","5846 s woodlawn ave, chicago, il 60637, usa"
5239_South_COTTAGE_GROVE_@5239_S_COTTAGE_GROVE_AVE@.html,5239_South_COTTAGE_GROVE_,5239_S_COTTAGE_GROVE_AVE,5239 South COTTAGE GROVE ,5239 S COTTAGE GROVE AVE,"Chicago, IL","5239 S COTTAGE GROVE AVE, Chicago, IL","1", Daily Maroon,September,"24","1982",,"-87.605741","41.799087","5239 s cottage grove ave, chicago, il 60615, usa"
5329_S._DORCHESTER_@5329_S_DORCHESTER_AVE@.html,5329_S._DORCHESTER_,5329_S_DORCHESTER_AVE,5329 S. DORCHESTER ,5329 S DORCHESTER AVE,"Chicago, IL","5329 S DORCHESTER AVE, Chicago, IL","1", Daily Maroon,April,"22","1983",,"-87.5913531","41.7985459","5329 s dorchester ave, chicago, il 60615, usa"
5309_S._HARPER_@5309_S_HARPER_AVE@.html,5309_S._HARPER_,5309_S_HARPER_AVE,5309 S. HARPER ,5309 S HARPER AVE,"Chicago, IL","5309 S HARPER AVE, Chicago, IL","1", Daily Maroon,May,"1","1984",,"-87.5889023","41.7991414","5309 s harper ave, chicago, il 60615, usa"
5309_S._HARPER_@5309_S_HARPER_AVE@.html,5309_S._HARPER_,5309_S_HARPER_AVE,5309 S. HARPER ,5309 S HARPER AVE,"Chicago, IL","5309 S HARPER AVE, Chicago, IL","1", Daily Maroon,April,"23","1984",,"-87.5889023","41.7991414","5309 s harper ave, chicago, il 60615, usa"
5309_S._HARPER_@5309_S_HARPER_AVE@.html,5309_S._HARPER_,5309_S_HARPER_AVE,5309 S. HARPER ,5309 S HARPER AVE,"Chicago, IL","5309 S HARPER AVE, Chicago, IL","1", Daily Maroon,April,"27","1984",,"-87.5889023","41.7991414","5309 s harper ave, chicago, il 60615, usa"
4147_S._CALUMET_@4147_S_CALUMET_AVE@.html,4147_S._CALUMET_,4147_S_CALUMET_AVE,4147 S. CALUMET ,4147 S CALUMET AVE,"Chicago, IL","4147 S CALUMET AVE, Chicago, IL","1", Daily Maroon,February,"13","1973",,"-87.6180931","41.8187473","4147 s calumet ave, chicago, il 60653, usa"
4810_South_ELLIS_@4810_S_ELLIS_AVE@.html,4810_South_ELLIS_,4810_S_ELLIS_AVE,4810 South ELLIS ,4810 S ELLIS AVE,"Chicago, IL","4810 S ELLIS AVE, Chicago, IL","1", Daily Maroon,January,"23","1970",,"-87.6020706","41.8073243","4810 s ellis ave, chicago, il 60615, usa"
