Search_and_address,old_search,old_addr,search,addr,city_state,full,Quantity,Publication,Month,Day,Year,Edition,lon,lat,geoAddress
850_East_63RD_Street_@850_E_63RD_ST@.html,850_East_63RD_Street_,850_E_63RD_ST,850 East 63RD Street ,850 E 63RD ST,"Chicago, IL","850 E 63RD ST, Chicago, IL","1", Cap and Gown,,,"1912", Vol. 17,"-87.6039803","41.7806685","850 e 63rd st, chicago, il 60637, usa"
1177_East_55TH_Street_@1177_E_55TH_ST@.html,1177_East_55TH_Street_,1177_E_55TH_ST,1177 East 55TH Street ,1177 E 55TH ST,"Chicago, IL","1177 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1930", Vol. 35,"-87.5966329","41.7950592","1177 e 55th st, chicago, il 60637, usa"
1177_East_55TH_Street_@1177_E_55TH_ST@.html,1177_East_55TH_Street_,1177_E_55TH_ST,1177 East 55TH Street ,1177 E 55TH ST,"Chicago, IL","1177 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1926", Vol. 31,"-87.5966329","41.7950592","1177 e 55th st, chicago, il 60637, usa"
1177_East_55TH_Street_@1177_E_55TH_ST@.html,1177_East_55TH_Street_,1177_E_55TH_ST,1177 East 55TH Street ,1177 E 55TH ST,"Chicago, IL","1177 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1928", Vol. 33,"-87.5966329","41.7950592","1177 e 55th st, chicago, il 60637, usa"
1177_East_55TH_Street_@1177_E_55TH_ST@.html,1177_East_55TH_Street_,1177_E_55TH_ST,1177 East 55TH Street ,1177 E 55TH ST,"Chicago, IL","1177 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1927", Vol. 32,"-87.5966329","41.7950592","1177 e 55th st, chicago, il 60637, usa"
1453_East_57TH_Street_@1453_E_57TH_ST@.html,1453_East_57TH_Street_,1453_E_57TH_ST,1453 East 57TH Street ,1453 E 57TH ST,"Chicago, IL","1453 E 57TH ST, Chicago, IL","1", Cap and Gown,,,"1960", Vol. 53,"-87.589322","41.791324","1453 e 57th st, chicago, il 60637, usa"
1318_East_63RD_Street_@1318_E_63RD_ST@.html,1318_East_63RD_Street_,1318_E_63RD_ST,1318 East 63RD Street ,1318 E 63RD ST,"Chicago, IL","1318 E 63RD ST, Chicago, IL","1", Cap and Gown,,,"1956", Vol. 49,"-87.5938136","41.780748","1318 e 63rd st, chicago, il 60637, usa"
1318_East_63RD_Street_@1318_E_63RD_ST@.html,1318_East_63RD_Street_,1318_E_63RD_ST,1318 East 63RD Street ,1318 E 63RD ST,"Chicago, IL","1318 E 63RD ST, Chicago, IL","1", Cap and Gown,,,"1967", Vol. 60,"-87.5938136","41.780748","1318 e 63rd st, chicago, il 60637, usa"
1214_East_55TH_Street_@1214_E_55TH_ST@.html,1214_East_55TH_Street_,1214_E_55TH_ST,1214 East 55TH Street ,1214 E 55TH ST,"Chicago, IL","1214 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1930", Vol. 35,"-87.5957938","41.7953643","1214 e 55th st, chicago, il 60615, usa"
740_East_41ST_Street_@740_E_41ST_ST@.html,740_East_41ST_Street_,740_E_41ST_ST,740 East 41ST Street ,740 E 41ST ST,"Chicago, IL","740 E 41ST ST, Chicago, IL","1", Cap and Gown,,,"1921", Vol. 26,"-87.608355","41.820491","740 e 41st st, chicago, il 60653, usa"
1223_East_63RD_Street_@1223_E_63RD_ST@.html,1223_East_63RD_Street_,1223_E_63RD_ST,1223 East 63RD Street ,1223 E 63RD ST,"Chicago, IL","1223 E 63RD ST, Chicago, IL","1", Cap and Gown,,,"1916", Vol. 21,"-87.5952413","41.7802729","1223 e 63rd st, chicago, il 60637, usa"
1305_East_63RD_Street_@1305_E_63RD_ST@.html,1305_East_63RD_Street_,1305_E_63RD_ST,1305 East 63RD Street ,1305 E 63RD ST,"Chicago, IL","1305 E 63RD ST, Chicago, IL","1", Cap and Gown,,,"1910", Vol. 15,"-87.5943666","41.7802873","1305 e 63rd st, chicago, il 60637, usa"
858_East_63RD_Street_@858_E_63RD_ST@.html,858_East_63RD_Street_,858_E_63RD_ST,858 East 63RD Street ,858 E 63RD ST,"Chicago, IL","858 E 63RD ST, Chicago, IL","1", Cap and Gown,,,"1925", Vol. 30,"-87.6035245","41.7807421","858 e 63rd st, chicago, il 60637, usa"
1024_East_55TH_Street_@1024_E_55TH_ST@.html,1024_East_55TH_Street_,1024_E_55TH_ST,1024 East 55TH Street ,1024 E 55TH ST,"Chicago, IL","1024 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1961", Vol. 54,"-87.5987862","41.7950397","1024 e 55th st, chicago, il 60615, usa"
1147_East_55TH_ST_@1147_E_55TH_ST@.html,1147_East_55TH_ST_,1147_E_55TH_ST,1147 East 55TH ST ,1147 E 55TH ST,"Chicago, IL","1147 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1957", Vol. 50,"-87.5982543","41.7953779","1147 e 55th st, chicago, il 60615, usa"
903_East_55TH_Street_@903_E_55TH_ST@.html,903_East_55TH_Street_,903_E_55TH_ST,903 East 55TH Street ,903 E 55TH ST,"Chicago, IL","903 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1914", Vol. 19,"-87.6051565","41.7950015","903 e 55th st, chicago, il 60615, usa"
390_East_57TH_Street_@390_E_57TH_ST@.html,390_East_57TH_Street_,390_E_57TH_ST,390 East 57TH Street ,390 E 57TH ST,"Chicago, IL","390 E 57TH ST, Chicago, IL","1", Cap and Gown,,,"1909", Vol. 14,"-87.6161202","41.7913198","390 e 57th st, chicago, il 60637, usa"
397_East_57TH_Street_@397_E_57TH_ST@.html,397_East_57TH_Street_,397_E_57TH_ST,397 East 57TH Street ,397 E 57TH ST,"Chicago, IL","397 E 57TH ST, Chicago, IL","1", Cap and Gown,,,"1909", Vol. 14,"-87.6159398","41.7909377","397 e 57th st, chicago, il 60637, usa"
1317_East_63RD_Street_@1317_E_63RD_ST@.html,1317_East_63RD_Street_,1317_E_63RD_ST,1317 East 63RD Street ,1317 E 63RD ST,"Chicago, IL","1317 E 63RD ST, Chicago, IL","1", Cap and Gown,,,"1914", Vol. 19,"-87.5939694","41.7802914","1317 e 63rd st, chicago, il 60637, usa"
1513_East_55TH_Street_@1513_E_55TH_ST@.html,1513_East_55TH_Street_,1513_E_55TH_ST,1513 East 55TH Street ,1513 E 55TH ST,"Chicago, IL","1513 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1916", Vol. 21,"-87.5885046","41.7951341","1513 e 55th st, chicago, il 60637, usa"
1377_East_55TH_Street_@1377_E_55TH_ST@.html,1377_East_55TH_Street_,1377_E_55TH_ST,1377 East 55TH Street ,1377 E 55TH ST,"Chicago, IL","1377 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1914", Vol. 19,"-87.5919175","41.7946872","1377 e 55th st, chicago, il 60615, usa"
1200_East_63RD_Street_@1200_E_63RD_ST@.html,1200_East_63RD_Street_,1200_E_63RD_ST,1200 East 63RD Street ,1200 E 63RD ST,"Chicago, IL","1200 E 63RD ST, Chicago, IL","1", Cap and Gown,,,"1932", Vol. 37,"-87.595993","41.780817","1200 e 63rd st, chicago, il 60637, usa"
133_East_57TH_Street_@133_E_57TH_ST@.html,133_East_57TH_Street_,133_E_57TH_ST,133 East 57TH Street ,133 E 57TH ST,"Chicago, IL","133 E 57TH ST, Chicago, IL","1", Cap and Gown,,,"1916", Vol. 21,"-87.6211862","41.790847","133 e 57th st, chicago, il 60637, usa"
15_East_57TH_Street_@15_E_57TH_ST@.html,15_East_57TH_Street_,15_E_57TH_ST,15 East 57TH Street ,15 E 57TH ST,"Chicago, IL","15 E 57TH ST, Chicago, IL","1", Cap and Gown,,,"1963", Vol. 56,"-87.6251998","41.7908811","15 e 57th st, chicago, il 60637, usa"
15_East_57TH_Street_@15_E_57TH_ST@.html,15_East_57TH_Street_,15_E_57TH_ST,15 East 57TH Street ,15 E 57TH ST,"Chicago, IL","15 E 57TH ST, Chicago, IL","1", Cap and Gown,,,"1961", Vol. 54,"-87.6251998","41.7908811","15 e 57th st, chicago, il 60637, usa"
15_East_57TH_Street_@15_E_57TH_ST@.html,15_East_57TH_Street_,15_E_57TH_ST,15 East 57TH Street ,15 E 57TH ST,"Chicago, IL","15 E 57TH ST, Chicago, IL","1", Cap and Gown,,,"1962", Vol. 55,"-87.6251998","41.7908811","15 e 57th st, chicago, il 60637, usa"
15_East_57TH_Street_@15_E_57TH_ST@.html,15_East_57TH_Street_,15_E_57TH_ST,15 East 57TH Street ,15 E 57TH ST,"Chicago, IL","15 E 57TH ST, Chicago, IL","1", Cap and Gown,,,"1958", Vol. 51,"-87.6251998","41.7908811","15 e 57th st, chicago, il 60637, usa"
15_East_57TH_Street_@15_E_57TH_ST@.html,15_East_57TH_Street_,15_E_57TH_ST,15 East 57TH Street ,15 E 57TH ST,"Chicago, IL","15 E 57TH ST, Chicago, IL","1", Cap and Gown,,,"1932", Vol. 37,"-87.6251998","41.7908811","15 e 57th st, chicago, il 60637, usa"
1352_East_55TH_Street_@1352_E_55TH_ST@.html,1352_East_55TH_Street_,1352_E_55TH_ST,1352 East 55TH Street ,1352 E 55TH ST,"Chicago, IL","1352 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1922", Vol. 27,"-87.5927978","41.795315","1352 e 55th st, chicago, il 60615, usa"
409_East_63RD_ST_@409_E_63RD_ST@.html,409_East_63RD_ST_,409_E_63RD_ST,409 East 63RD ST ,409 E 63RD ST,"Chicago, IL","409 E 63RD ST, Chicago, IL","1", Cap and Gown,,,"1907", Vol. 12,"-87.6153745","41.7800146","409 e 63rd st, chicago, il 60637, usa"
266_East_57TH_Street_@266_E_57TH_ST@.html,266_East_57TH_Street_,266_E_57TH_ST,266 East 57TH Street ,266 E 57TH ST,"Chicago, IL","266 E 57TH ST, Chicago, IL","1", Cap and Gown,,,"1905", Vol. 10,"-87.6196731","41.7912409","266 e 57th st, chicago, il 60637, usa"
1466_East_55TH_Street_@1466_E_55TH_ST@.html,1466_East_55TH_Street_,1466_E_55TH_ST,1466 East 55TH Street ,1466 E 55TH ST,"Chicago, IL","1466 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1956", Vol. 49,"-87.5891348","41.7956013","1466 e 55th st, chicago, il 60615, usa"
1113_East_63RD_Street_@1113_E_63RD_ST@.html,1113_East_63RD_Street_,1113_E_63RD_ST,1113 East 63RD Street ,1113 E 63RD ST,"Chicago, IL","1113 E 63RD ST, Chicago, IL","1", Cap and Gown,,,"1930", Vol. 35,"-87.5984702","41.7801637","1113 e 63rd st, chicago, il 60637, usa"
1113_East_63RD_Street_@1113_E_63RD_ST@.html,1113_East_63RD_Street_,1113_E_63RD_ST,1113 East 63RD Street ,1113 E 63RD ST,"Chicago, IL","1113 E 63RD ST, Chicago, IL","1", Cap and Gown,,,"1931", Vol. 36,"-87.5984702","41.7801637","1113 e 63rd st, chicago, il 60637, usa"
7_East_23RD_Street_@7_E_23RD_ST@.html,7_East_23RD_Street_,7_E_23RD_ST,7 East 23RD Street ,7 E 23RD ST,"Chicago, IL","7 E 23RD ST, Chicago, IL","1", Cap and Gown,,,"1931", Vol. 36,"-87.626903","41.8508491","7 e 23rd st, chicago, il 60616, usa"
1117_East_47TH_Street_@1117_E_47TH_ST@.html,1117_East_47TH_Street_,1117_E_47TH_ST,1117 East 47TH Street ,1117 E 47TH ST,"Chicago, IL","1117 E 47TH ST, Chicago, IL","1", Cap and Gown,,,"1919", Vol. 24,"-87.5984433","41.809426","1117 e 47th st, chicago, il 60653, usa"
1331_East_57TH_Street_@1331_E_57TH_ST@.html,1331_East_57TH_Street_,1331_E_57TH_ST,1331 East 57TH Street ,1331 E 57TH ST,"Chicago, IL","1331 E 57TH ST, Chicago, IL","1", Cap and Gown,,,"1914", Vol. 19,"-87.5935537","41.7913147","1331 e 57th st, chicago, il 60637, usa"
1521_East_53RD_Street_@1521_E_53RD_ST@.html,1521_East_53RD_Street_,1521_E_53RD_ST,1521 East 53RD Street ,1521 E 53RD ST,"Chicago, IL","1521 E 53RD ST, Chicago, IL","1", Cap and Gown,,,"1912", Vol. 17,"-87.5882723","41.7994236","1521 e 53rd st, chicago, il 60615, usa"
644_East_63RD_Street_@644_E_63RD_ST@.html,644_East_63RD_Street_,644_E_63RD_ST,644 East 63RD Street ,644 E 63RD ST,"Chicago, IL","644 E 63RD ST, Chicago, IL","1", Cap and Gown,,,"1914", Vol. 19,"-87.6090339","41.7805208","644 e 63rd st, chicago, il 60637, usa"
254_East_47TH_Street_@254_E_47TH_ST@.html,254_East_47TH_Street_,254_E_47TH_ST,254 East 47TH Street ,254 E 47TH ST,"Chicago, IL","254 E 47TH ST, Chicago, IL","1", Cap and Gown,,,"1899", Vol. 4,"-87.619838","41.8095228","254 e 47th st, chicago, il 60653, usa"
1166_East_55TH_Street_@1166_E_55TH_ST@.html,1166_East_55TH_Street_,1166_E_55TH_ST,1166 East 55TH Street ,1166 E 55TH ST,"Chicago, IL","1166 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1922", Vol. 27,"-87.5980157","41.7950444","1166 e 55th st, chicago, il 60615, usa"
1313_East_57TH_Street_@1313_E_57TH_ST@.html,1313_East_57TH_Street_,1313_E_57TH_ST,1313 East 57TH Street ,1313 E 57TH ST,"Chicago, IL","1313 E 57TH ST, Chicago, IL","1", Cap and Gown,,,"1914", Vol. 19,"-87.5941941","41.7912473","1313 e 57th st, chicago, il 60637, usa"
1142_East_55TH_Street_@1142_E_55TH_ST@.html,1142_East_55TH_Street_,1142_E_55TH_ST,1142 East 55TH Street ,1142 E 55TH ST,"Chicago, IL","1142 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1923", Vol. 28,"-87.5983033","41.7953772","1142 e 55th st, chicago, il 60615, usa"
1142_East_55TH_Street_@1142_E_55TH_ST@.html,1142_East_55TH_Street_,1142_E_55TH_ST,1142 East 55TH Street ,1142 E 55TH ST,"Chicago, IL","1142 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1922", Vol. 27,"-87.5983033","41.7953772","1142 e 55th st, chicago, il 60615, usa"
930_East_55TH_Street_@930_E_55TH_ST@.html,930_East_55TH_Street_,930_E_55TH_ST,930 East 55TH Street ,930 E 55TH ST,"Chicago, IL","930 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1917", Vol. 22,"-87.6024626","41.795472","930 e 55th st, chicago, il 60615, usa"
955_East_55TH_Street_@955_E_55TH_ST@.html,955_East_55TH_Street_,955_E_55TH_ST,955 East 55TH Street ,955 E 55TH ST,"Chicago, IL","955 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1941", Vol. 45,"-87.5987273","41.7950409","955 e 55th st, chicago, il 60615, usa"
17_East_61ST_ST_@17_E_61ST_ST@.html,17_East_61ST_ST_,17_E_61ST_ST,17 East 61ST ST ,17 E 61ST ST,"Chicago, IL","17 E 61ST ST, Chicago, IL","1", Cap and Gown,,,"1967", Vol. 60,"-87.6247922","41.7837155","17 e 61st st, chicago, il 60637, usa"
17_East_61ST_ST_@17_E_61ST_ST@.html,17_East_61ST_ST_,17_E_61ST_ST,17 East 61ST ST ,17 E 61ST ST,"Chicago, IL","17 E 61ST ST, Chicago, IL","1", Cap and Gown,,,"1968", Vol. 61,"-87.6247922","41.7837155","17 e 61st st, chicago, il 60637, usa"
17_East_61ST_ST_@17_E_61ST_ST@.html,17_East_61ST_ST_,17_E_61ST_ST,17 East 61ST ST ,17 E 61ST ST,"Chicago, IL","17 E 61ST ST, Chicago, IL","1", Cap and Gown,,,"1966", Vol. 59,"-87.6247922","41.7837155","17 e 61st st, chicago, il 60637, usa"
1150_East_55TH_Street_@1150_E_55TH_ST@.html,1150_East_55TH_Street_,1150_E_55TH_ST,1150 East 55TH Street ,1150 E 55TH ST,"Chicago, IL","1150 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1958", Vol. 51,"-87.5976797","41.795247","1150 e 55th st, chicago, il 60615, usa"
1150_East_55TH_Street_@1150_E_55TH_ST@.html,1150_East_55TH_Street_,1150_E_55TH_ST,1150 East 55TH Street ,1150 E 55TH ST,"Chicago, IL","1150 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1956", Vol. 49,"-87.5976797","41.795247","1150 e 55th st, chicago, il 60615, usa"
1150_East_55TH_Street_@1150_E_55TH_ST@.html,1150_East_55TH_Street_,1150_E_55TH_ST,1150 East 55TH Street ,1150 E 55TH ST,"Chicago, IL","1150 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1957", Vol. 50,"-87.5976797","41.795247","1150 e 55th st, chicago, il 60615, usa"
849_East_63RD_Street_@849_E_63RD_ST@.html,849_East_63RD_Street_,849_E_63RD_ST,849 East 63RD Street ,849 E 63RD ST,"Chicago, IL","849 E 63RD ST, Chicago, IL","1", Cap and Gown,,,"1914", Vol. 19,"-87.6036441","41.7799483","849 e 63rd st, chicago, il 60637, usa"
550_East_63RD_ST_@550_E_63RD_ST@.html,550_East_63RD_ST_,550_E_63RD_ST,550 East 63RD ST ,550 E 63RD ST,"Chicago, IL","550 E 63RD ST, Chicago, IL","1", Cap and Gown,,,"1903", Vol. 8,"-87.6112662","41.7804917","550 e 63rd st, chicago, il 60637, usa"
1215_East_54TH_Street_@1215_E_54TH_ST@.html,1215_East_54TH_Street_,1215_E_54TH_ST,1215 East 54TH Street ,1215 E 54TH ST,"Chicago, IL","1215 E 54TH ST, Chicago, IL","1", Cap and Gown,,,"1962", Vol. 55,"-87.5959038","41.7978724","1215 e 54th st, chicago, il 60615, usa"
1449_East_57TH_Street_@1449_E_57TH_ST@.html,1449_East_57TH_Street_,1449_E_57TH_ST,1449 East 57TH Street ,1449 E 57TH ST,"Chicago, IL","1449 E 57TH ST, Chicago, IL","1", Cap and Gown,,,"1960", Vol. 53,"-87.589652","41.79132","1449 e 57th st, chicago, il 60637, usa"
1162_East_63RD_Street_@1162_E_63RD_ST@.html,1162_East_63RD_Street_,1162_E_63RD_ST,1162 East 63RD Street ,1162 E 63RD ST,"Chicago, IL","1162 E 63RD ST, Chicago, IL","1", Cap and Gown,,,"1914", Vol. 19,"-87.5971495","41.780896","1162 e 63rd st, chicago, il 60637, usa"
273_East_57TH_Street_@273_E_57TH_ST@.html,273_East_57TH_Street_,273_E_57TH_ST,273 East 57TH Street ,273 E 57TH ST,"Chicago, IL","273 E 57TH ST, Chicago, IL","1", Cap and Gown,,,"1900", Vol. 5,"-87.6192191","41.7910146","273 e 57th st, chicago, il 60637, usa"
273_East_57TH_Street_@273_E_57TH_ST@.html,273_East_57TH_Street_,273_E_57TH_ST,273 East 57TH Street ,273 E 57TH ST,"Chicago, IL","273 E 57TH ST, Chicago, IL","1", Cap and Gown,,,"1903", Vol. 8,"-87.6192191","41.7910146","273 e 57th st, chicago, il 60637, usa"
17_East_23RD_Street_@17_E_23RD_ST@.html,17_East_23RD_Street_,17_E_23RD_ST,17 East 23RD Street ,17 E 23RD ST,"Chicago, IL","17 E 23RD ST, Chicago, IL","1", Cap and Gown,,,"1930", Vol. 35,"-87.626159","41.8507232","17 e 23rd st, chicago, il 60616, usa"
1437_East_53RD_Street_@1437_E_53RD_ST@.html,1437_East_53RD_Street_,1437_E_53RD_ST,1437 East 53RD Street ,1437 E 53RD ST,"Chicago, IL","1437 E 53RD ST, Chicago, IL","1", Cap and Gown,,,"1966", Vol. 59,"-87.5901984","41.7992909","1437 e 53rd st, chicago, il 60615, usa"
1301_East_55TH_Street_@1301_E_55TH_ST@.html,1301_East_55TH_Street_,1301_E_55TH_ST,1301 East 55TH Street ,1301 E 55TH ST,"Chicago, IL","1301 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1940", Vol. 44,"-87.5947448","41.7949235","1301 e 55th st, chicago, il 60615, usa"
955_East_55TH_ST_@955_E_55TH_ST@.html,955_East_55TH_ST_,955_E_55TH_ST,955 East 55TH ST ,955 E 55TH ST,"Chicago, IL","955 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1934", Vol. 38,"-87.5987273","41.7950409","955 e 55th st, chicago, il 60615, usa"
1352_East_48TH_Street_@1352_E_48TH_ST@.html,1352_East_48TH_Street_,1352_E_48TH_ST,1352 East 48TH Street ,1352 E 48TH ST,"Chicago, IL","1352 E 48TH ST, Chicago, IL","1", Cap and Gown,,,"1955", Vol. 48,"-87.593065","41.808129","1352 e 48th st, chicago, il 60615, usa"
1442_E._57TH_Street_@1442_E_57TH_ST@.html,1442_E._57TH_Street_,1442_E_57TH_ST,1442 E. 57TH Street ,1442 E 57TH ST,"Chicago, IL","1442 E 57TH ST, Chicago, IL","1", Cap and Gown,,,"1953", Vol. 46,"-87.58995","41.7916617","1442 e 57th st, chicago, il 60637, usa"
859_East_63RD_Street_@859_E_63RD_ST@.html,859_East_63RD_Street_,859_E_63RD_ST,859 East 63RD Street ,859 E 63RD ST,"Chicago, IL","859 E 63RD ST, Chicago, IL","1", Cap and Gown,,,"1922", Vol. 27,"-87.6035123","41.7804284","859 e 63rd st, chicago, il 60637, usa"
908_East_57TH_Street_@908_E_57TH_ST@.html,908_East_57TH_Street_,908_E_57TH_ST,908 East 57TH Street ,908 E 57TH ST,"Chicago, IL","908 E 57TH ST, Chicago, IL","1", Cap and Gown,,,"1955", Vol. 48,"-87.6029321","41.7916906","908 e 57th st, chicago, il 60637, usa"
1305_East_53RD_Street_@1305_E_53RD_ST@.html,1305_East_53RD_Street_,1305_E_53RD_ST,1305 East 53RD Street ,1305 E 53RD ST,"Chicago, IL","1305 E 53RD ST, Chicago, IL","1", Cap and Gown,,,"1964", Vol. 57,"-87.5947218","41.799344","1305 e 53rd st, chicago, il 60615, usa"
1035_East_55TH_Street_@1035_E_55TH_ST@.html,1035_East_55TH_Street_,1035_E_55TH_ST,1035 East 55TH Street ,1035 E 55TH ST,"Chicago, IL","1035 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1957", Vol. 50,"-87.5987273","41.7950409","1035 e 55th st, chicago, il 60615, usa"
1035_East_55TH_Street_@1035_E_55TH_ST@.html,1035_East_55TH_Street_,1035_E_55TH_ST,1035 East 55TH Street ,1035 E 55TH ST,"Chicago, IL","1035 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1955", Vol. 48,"-87.5987273","41.7950409","1035 e 55th st, chicago, il 60615, usa"
1035_East_55TH_Street_@1035_E_55TH_ST@.html,1035_East_55TH_Street_,1035_E_55TH_ST,1035 East 55TH Street ,1035 E 55TH ST,"Chicago, IL","1035 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1954", Vol. 47,"-87.5987273","41.7950409","1035 e 55th st, chicago, il 60615, usa"
75_East_63RD_Street_@75_E_63RD_ST@.html,75_East_63RD_Street_,75_E_63RD_ST,75 East 63RD Street ,75 E 63RD ST,"Chicago, IL","75 E 63RD ST, Chicago, IL","1", Cap and Gown,,,"1929", Vol. 34,"-87.6213985","41.7798265","75 e 63rd st, chicago, il 60637, usa"
1131_East_55TH_ST_@1131_E_55TH_ST@.html,1131_East_55TH_ST_,1131_E_55TH_ST,1131 East 55TH ST ,1131 E 55TH ST,"Chicago, IL","1131 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1956", Vol. 49,"-87.5982842","41.7950427","1131 e 55th st, chicago, il 60615, usa"
1131_East_55TH_ST_@1131_E_55TH_ST@.html,1131_East_55TH_ST_,1131_E_55TH_ST,1131 East 55TH ST ,1131 E 55TH ST,"Chicago, IL","1131 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1955", Vol. 48,"-87.5982842","41.7950427","1131 e 55th st, chicago, il 60615, usa"
1131_East_55TH_ST_@1131_E_55TH_ST@.html,1131_East_55TH_ST_,1131_E_55TH_ST,1131 East 55TH ST ,1131 E 55TH ST,"Chicago, IL","1131 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1954", Vol. 47,"-87.5982842","41.7950427","1131 e 55th st, chicago, il 60615, usa"
1153_East_55TH_Street_@1153_E_55TH_ST@.html,1153_East_55TH_Street_,1153_E_55TH_ST,1153 East 55TH Street ,1153 E 55TH ST,"Chicago, IL","1153 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1922", Vol. 27,"-87.5981955","41.7953787","1153 e 55th st, chicago, il 60615, usa"
1516_East_55TH_Street_@1516_E_55TH_ST@.html,1516_East_55TH_Street_,1516_E_55TH_ST,1516 East 55TH Street ,1516 E 55TH ST,"Chicago, IL","1516 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1920", Vol. 25,"-87.5885135","41.7952309","1516 e 55th st, chicago, il 60615, usa"
130_East_40TH_Street_@130_E_40TH_ST@.html,130_East_40TH_Street_,130_E_40TH_ST,130 East 40TH Street ,130 E 40TH ST,"Chicago, IL","130 E 40TH ST, Chicago, IL","1", Cap and Gown,,,"1954", Vol. 47,"-87.6226599","41.8221566","130 e 40th st, chicago, il 60653, usa"
1016_East_63RD_Street_@1016_E_63RD_ST@.html,1016_East_63RD_Street_,1016_E_63RD_ST,1016 East 63RD Street ,1016 E 63RD ST,"Chicago, IL","1016 E 63RD ST, Chicago, IL","1", Cap and Gown,,,"1914", Vol. 19,"-87.6002463","41.7807481","1016 e 63rd st, chicago, il 60637, usa"
1455_East_57TH_ST_@1455_E_57TH_ST@.html,1455_East_57TH_ST_,1455_E_57TH_ST,1455 East 57TH ST ,1455 E 57TH ST,"Chicago, IL","1455 E 57TH ST, Chicago, IL","1", Cap and Gown,,,"1925", Vol. 30,"-87.5894604","41.7913358","1455 e 57th st, chicago, il 60637, usa"
1158_East_55TH_Street_@1158_E_55TH_ST@.html,1158_East_55TH_Street_,1158_E_55TH_ST,1158 East 55TH Street ,1158 E 55TH ST,"Chicago, IL","1158 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1960", Vol. 53,"-87.5973005","41.7950508","1158 e 55th st, chicago, il 60615, usa"
1131_East_55TH_Street_@1131_E_55TH_ST@.html,1131_East_55TH_Street_,1131_E_55TH_ST,1131 East 55TH Street ,1131 E 55TH ST,"Chicago, IL","1131 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1953", Vol. 46,"-87.5982842","41.7950427","1131 e 55th st, chicago, il 60615, usa"
956_East_55TH_Street_@956_E_55TH_ST@.html,956_East_55TH_Street_,956_E_55TH_ST,956 East 55TH Street ,956 E 55TH ST,"Chicago, IL","956 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1913", Vol. 18,"-87.5987273","41.7950409","956 e 55th st, chicago, il 60615, usa"
956_East_55TH_Street_@956_E_55TH_ST@.html,956_East_55TH_Street_,956_E_55TH_ST,956 East 55TH Street ,956 E 55TH ST,"Chicago, IL","956 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1914", Vol. 19,"-87.5987273","41.7950409","956 e 55th st, chicago, il 60615, usa"
1172_East_55TH_Street_@1172_E_55TH_ST@.html,1172_East_55TH_Street_,1172_E_55TH_ST,1172 East 55TH Street ,1172 E 55TH ST,"Chicago, IL","1172 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1956", Vol. 49,"-87.5969198","41.7952396","1172 e 55th st, chicago, il 60615, usa"
1172_East_55TH_Street_@1172_E_55TH_ST@.html,1172_East_55TH_Street_,1172_E_55TH_ST,1172 East 55TH Street ,1172 E 55TH ST,"Chicago, IL","1172 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1957", Vol. 50,"-87.5969198","41.7952396","1172 e 55th st, chicago, il 60615, usa"
1426_East_55TH_Street_@1426_E_55TH_ST@.html,1426_East_55TH_Street_,1426_E_55TH_ST,1426 East 55TH Street ,1426 E 55TH ST,"Chicago, IL","1426 E 55TH ST, Chicago, IL","1", Cap and Gown,,,"1934", Vol. 38,"-87.5906457","41.795632","1426 e 55th st, chicago, il 60615, usa"
