Search_and_address,old_search,old_addr,search,addr,city_state,full,Quantity,Publication,Month,Day,Year,Edition,lon,lat,geoAddress
1318_East_63RD_ST_@1318_E_63RD_ST@.html,1318_East_63RD_ST_,1318_E_63RD_ST,1318 East 63RD ST ,1318 E 63RD ST,"Chicago, IL","1318 E 63RD ST, Chicago, IL","1", Daily Maroon,May,"16","1958",,"-87.5938136","41.780748","1318 e 63rd st, chicago, il 60637, usa"
1318_East_63RD_ST_@1318_E_63RD_ST@.html,1318_East_63RD_ST_,1318_E_63RD_ST,1318 East 63RD ST ,1318 E 63RD ST,"Chicago, IL","1318 E 63RD ST, Chicago, IL","1", Daily Maroon,November,"21","1962",,"-87.5938136","41.780748","1318 e 63rd st, chicago, il 60637, usa"
1318_East_63RD_ST_@1318_E_63RD_ST@.html,1318_East_63RD_ST_,1318_E_63RD_ST,1318 East 63RD ST ,1318 E 63RD ST,"Chicago, IL","1318 E 63RD ST, Chicago, IL","1", Daily Maroon,August,"3","1962",,"-87.5938136","41.780748","1318 e 63rd st, chicago, il 60637, usa"
1318_East_63RD_ST_@1318_E_63RD_ST@.html,1318_East_63RD_ST_,1318_E_63RD_ST,1318 East 63RD ST ,1318 E 63RD ST,"Chicago, IL","1318 E 63RD ST, Chicago, IL","1", Daily Maroon,March,"29","1966",,"-87.5938136","41.780748","1318 e 63rd st, chicago, il 60637, usa"
1318_East_63RD_ST_@1318_E_63RD_ST@.html,1318_East_63RD_ST_,1318_E_63RD_ST,1318 East 63RD ST ,1318 E 63RD ST,"Chicago, IL","1318 E 63RD ST, Chicago, IL","2", Daily Maroon,October,"23","1964",,"-87.5938136","41.780748","1318 e 63rd st, chicago, il 60637, usa"
1318_East_63RD_ST_@1318_E_63RD_ST@.html,1318_East_63RD_ST_,1318_E_63RD_ST,1318 East 63RD ST ,1318 E 63RD ST,"Chicago, IL","1318 E 63RD ST, Chicago, IL","1", Daily Maroon,January,"19","1968",,"-87.5938136","41.780748","1318 e 63rd st, chicago, il 60637, usa"
1318_East_63RD_ST_@1318_E_63RD_ST@.html,1318_East_63RD_ST_,1318_E_63RD_ST,1318 East 63RD ST ,1318 E 63RD ST,"Chicago, IL","1318 E 63RD ST, Chicago, IL","1", Daily Maroon,June,"27","1958",,"-87.5938136","41.780748","1318 e 63rd st, chicago, il 60637, usa"
1318_East_63RD_ST_@1318_E_63RD_ST@.html,1318_East_63RD_ST_,1318_E_63RD_ST,1318 East 63RD ST ,1318 E 63RD ST,"Chicago, IL","1318 E 63RD ST, Chicago, IL","1", Daily Maroon,January,"31","1964",,"-87.5938136","41.780748","1318 e 63rd st, chicago, il 60637, usa"
1318_East_63RD_ST_@1318_E_63RD_ST@.html,1318_East_63RD_ST_,1318_E_63RD_ST,1318 East 63RD ST ,1318 E 63RD ST,"Chicago, IL","1318 E 63RD ST, Chicago, IL","1", Daily Maroon,February,"19","1965",,"-87.5938136","41.780748","1318 e 63rd st, chicago, il 60637, usa"
1318_East_63RD_ST_@1318_E_63RD_ST@.html,1318_East_63RD_ST_,1318_E_63RD_ST,1318 East 63RD ST ,1318 E 63RD ST,"Chicago, IL","1318 E 63RD ST, Chicago, IL","1", Daily Maroon,October,"12","1962",,"-87.5938136","41.780748","1318 e 63rd st, chicago, il 60637, usa"
1318_East_63RD_ST_@1318_E_63RD_ST@.html,1318_East_63RD_ST_,1318_E_63RD_ST,1318 East 63RD ST ,1318 E 63RD ST,"Chicago, IL","1318 E 63RD ST, Chicago, IL","1", Daily Maroon,November,"30","1962",,"-87.5938136","41.780748","1318 e 63rd st, chicago, il 60637, usa"
1318_East_63RD_ST_@1318_E_63RD_ST@.html,1318_East_63RD_ST_,1318_E_63RD_ST,1318 East 63RD ST ,1318 E 63RD ST,"Chicago, IL","1318 E 63RD ST, Chicago, IL","1", Daily Maroon,February,"22","1962",,"-87.5938136","41.780748","1318 e 63rd st, chicago, il 60637, usa"
1318_East_63RD_ST_@1318_E_63RD_ST@.html,1318_East_63RD_ST_,1318_E_63RD_ST,1318 East 63RD ST ,1318 E 63RD ST,"Chicago, IL","1318 E 63RD ST, Chicago, IL","1", Daily Maroon,August,"22","1958",,"-87.5938136","41.780748","1318 e 63rd st, chicago, il 60637, usa"
1318_East_63RD_ST_@1318_E_63RD_ST@.html,1318_East_63RD_ST_,1318_E_63RD_ST,1318 East 63RD ST ,1318 E 63RD ST,"Chicago, IL","1318 E 63RD ST, Chicago, IL","1", Daily Maroon,January,"25","1962",,"-87.5938136","41.780748","1318 e 63rd st, chicago, il 60637, usa"
1318_East_63RD_ST_@1318_E_63RD_ST@.html,1318_East_63RD_ST_,1318_E_63RD_ST,1318 East 63RD ST ,1318 E 63RD ST,"Chicago, IL","1318 E 63RD ST, Chicago, IL","1", Daily Maroon,February,"8","1962",,"-87.5938136","41.780748","1318 e 63rd st, chicago, il 60637, usa"
1318_East_63RD_ST_@1318_E_63RD_ST@.html,1318_East_63RD_ST_,1318_E_63RD_ST,1318 East 63RD ST ,1318 E 63RD ST,"Chicago, IL","1318 E 63RD ST, Chicago, IL","1", Daily Maroon,November,"9","1965",,"-87.5938136","41.780748","1318 e 63rd st, chicago, il 60637, usa"
1318_East_63RD_ST_@1318_E_63RD_ST@.html,1318_East_63RD_ST_,1318_E_63RD_ST,1318 East 63RD ST ,1318 E 63RD ST,"Chicago, IL","1318 E 63RD ST, Chicago, IL","1", Daily Maroon,February,"15","1962",,"-87.5938136","41.780748","1318 e 63rd st, chicago, il 60637, usa"
1318_East_63RD_ST_@1318_E_63RD_ST@.html,1318_East_63RD_ST_,1318_E_63RD_ST,1318 East 63RD ST ,1318 E 63RD ST,"Chicago, IL","1318 E 63RD ST, Chicago, IL","1", Daily Maroon,February,"27","1959",,"-87.5938136","41.780748","1318 e 63rd st, chicago, il 60637, usa"
1318_East_63RD_ST_@1318_E_63RD_ST@.html,1318_East_63RD_ST_,1318_E_63RD_ST,1318 East 63RD ST ,1318 E 63RD ST,"Chicago, IL","1318 E 63RD ST, Chicago, IL","1", Daily Maroon,January,"19","1962",,"-87.5938136","41.780748","1318 e 63rd st, chicago, il 60637, usa"
1023_East_55TH_ST_@1023_E_55TH_ST@.html,1023_East_55TH_ST_,1023_E_55TH_ST,1023 East 55TH ST ,1023 E 55TH ST,"Chicago, IL","1023 E 55TH ST, Chicago, IL","1", Daily Maroon,April,"29","1919",,"-87.5987273","41.7950409","1023 e 55th st, chicago, il 60615, usa"
1023_East_55TH_ST_@1023_E_55TH_ST@.html,1023_East_55TH_ST_,1023_E_55TH_ST,1023 East 55TH ST ,1023 E 55TH ST,"Chicago, IL","1023 E 55TH ST, Chicago, IL","1", Daily Maroon,October,"4","1919",,"-87.5987273","41.7950409","1023 e 55th st, chicago, il 60615, usa"
1023_East_55TH_ST_@1023_E_55TH_ST@.html,1023_East_55TH_ST_,1023_E_55TH_ST,1023 East 55TH ST ,1023 E 55TH ST,"Chicago, IL","1023 E 55TH ST, Chicago, IL","1", Daily Maroon,April,"23","1919",,"-87.5987273","41.7950409","1023 e 55th st, chicago, il 60615, usa"
1023_East_55TH_ST_@1023_E_55TH_ST@.html,1023_East_55TH_ST_,1023_E_55TH_ST,1023 East 55TH ST ,1023 E 55TH ST,"Chicago, IL","1023 E 55TH ST, Chicago, IL","1", Daily Maroon,April,"4","1919",,"-87.5987273","41.7950409","1023 e 55th st, chicago, il 60615, usa"
35_East_WACKER_DR_@35_E_WACKER_DR@.html,35_East_WACKER_DR_,35_E_WACKER_DR,35 East WACKER DR ,35 E WACKER DR,"Chicago, IL","35 E WACKER DR, Chicago, IL","1", Daily Maroon,April,"5","1957",,"-87.6268027","41.8866261","35 e wacker dr, chicago, il 60601, usa"
35_East_WACKER_DR_@35_E_WACKER_DR@.html,35_East_WACKER_DR_,35_E_WACKER_DR,35 East WACKER DR ,35 E WACKER DR,"Chicago, IL","35 E WACKER DR, Chicago, IL","1", Daily Maroon,April,"12","1957",,"-87.6268027","41.8866261","35 e wacker dr, chicago, il 60601, usa"
35_East_WACKER_DR_@35_E_WACKER_DR@.html,35_East_WACKER_DR_,35_E_WACKER_DR,35 East WACKER DR ,35 E WACKER DR,"Chicago, IL","35 E WACKER DR, Chicago, IL","1", Daily Maroon,April,"19","1957",,"-87.6268027","41.8866261","35 e wacker dr, chicago, il 60601, usa"
1170_East_63RD_Street_@1170_E_63RD_ST@.html,1170_East_63RD_Street_,1170_E_63RD_ST,1170 East 63RD Street ,1170 E 63RD ST,"Chicago, IL","1170 E 63RD ST, Chicago, IL","1", Daily Maroon,March,"1","1928",,"-87.5969959","41.780898","1170 e 63rd st, chicago, il 60637, usa"
1170_East_63RD_Street_@1170_E_63RD_ST@.html,1170_East_63RD_Street_,1170_E_63RD_ST,1170 East 63RD Street ,1170 E 63RD ST,"Chicago, IL","1170 E 63RD ST, Chicago, IL","1", Daily Maroon,March,"8","1928",,"-87.5969959","41.780898","1170 e 63rd st, chicago, il 60637, usa"
1170_East_63RD_Street_@1170_E_63RD_ST@.html,1170_East_63RD_Street_,1170_E_63RD_ST,1170 East 63RD Street ,1170 E 63RD ST,"Chicago, IL","1170 E 63RD ST, Chicago, IL","1", Daily Maroon,February,"28","1928",,"-87.5969959","41.780898","1170 e 63rd st, chicago, il 60637, usa"
17_East_57TH_Street_@17_E_57TH_ST@.html,17_East_57TH_Street_,17_E_57TH_ST,17 East 57TH Street ,17 E 57TH ST,"Chicago, IL","17 E 57TH ST, Chicago, IL","1", Daily Maroon,May,"17","1985",,"-87.6249985","41.7908851","17 e 57th st, chicago, il 60637, usa"
17_East_57TH_Street_@17_E_57TH_ST@.html,17_East_57TH_Street_,17_E_57TH_ST,17 East 57TH Street ,17 E 57TH ST,"Chicago, IL","17 E 57TH ST, Chicago, IL","1", Daily Maroon,May,"24","1985",,"-87.6249985","41.7908851","17 e 57th st, chicago, il 60637, usa"
147_East_66TH_ST_@147_E_66TH_ST@.html,147_East_66TH_ST_,147_E_66TH_ST,147 East 66TH ST ,147 E 66TH ST,"Chicago, IL","147 E 66TH ST, Chicago, IL","1", Daily Maroon,April,"14","1910",,"-87.6213187","41.7743001","147 e 66th st, chicago, il 60637, usa"
1352_East_53RD_Street_@1352_E_53RD_ST@.html,1352_East_53RD_Street_,1352_E_53RD_ST,1352 East 53RD Street ,1352 E 53RD ST,"Chicago, IL","1352 E 53RD ST, Chicago, IL","1", Daily Maroon,February,"24","1939",,"-87.5929535","41.7996593","1352 e 53rd st, chicago, il 60615, usa"
1538_East_55TH_Street_@1538_E_55TH_ST@.html,1538_East_55TH_Street_,1538_E_55TH_ST,1538 East 55TH Street ,1538 E 55TH ST,"Chicago, IL","1538 E 55TH ST, Chicago, IL","2", Daily Maroon,April,"2","1976",,"-87.5883075","41.7955302","1538 e 55th st, chicago, il 60615, usa"
1538_East_55TH_Street_@1538_E_55TH_ST@.html,1538_East_55TH_Street_,1538_E_55TH_ST,1538 East 55TH Street ,1538 E 55TH ST,"Chicago, IL","1538 E 55TH ST, Chicago, IL","1", Daily Maroon,March,"9","1973",,"-87.5883075","41.7955302","1538 e 55th st, chicago, il 60615, usa"
1538_East_55TH_Street_@1538_E_55TH_ST@.html,1538_East_55TH_Street_,1538_E_55TH_ST,1538 East 55TH Street ,1538 E 55TH ST,"Chicago, IL","1538 E 55TH ST, Chicago, IL","1", Daily Maroon,April,"9","1976",,"-87.5883075","41.7955302","1538 e 55th st, chicago, il 60615, usa"
1538_East_55TH_Street_@1538_E_55TH_ST@.html,1538_East_55TH_Street_,1538_E_55TH_ST,1538 East 55TH Street ,1538 E 55TH ST,"Chicago, IL","1538 E 55TH ST, Chicago, IL","1", Daily Maroon,November,"13","1973",,"-87.5883075","41.7955302","1538 e 55th st, chicago, il 60615, usa"
1538_East_55TH_Street_@1538_E_55TH_ST@.html,1538_East_55TH_Street_,1538_E_55TH_ST,1538 East 55TH Street ,1538 E 55TH ST,"Chicago, IL","1538 E 55TH ST, Chicago, IL","1", Daily Maroon,April,"4","1969",,"-87.5883075","41.7955302","1538 e 55th st, chicago, il 60615, usa"
1538_East_55TH_Street_@1538_E_55TH_ST@.html,1538_East_55TH_Street_,1538_E_55TH_ST,1538 East 55TH Street ,1538 E 55TH ST,"Chicago, IL","1538 E 55TH ST, Chicago, IL","1", Daily Maroon,September,"28","1973",,"-87.5883075","41.7955302","1538 e 55th st, chicago, il 60615, usa"
1538_East_55TH_Street_@1538_E_55TH_ST@.html,1538_East_55TH_Street_,1538_E_55TH_ST,1538 East 55TH Street ,1538 E 55TH ST,"Chicago, IL","1538 E 55TH ST, Chicago, IL","1", Daily Maroon,October,"2","1973",,"-87.5883075","41.7955302","1538 e 55th st, chicago, il 60615, usa"
1538_East_55TH_Street_@1538_E_55TH_ST@.html,1538_East_55TH_Street_,1538_E_55TH_ST,1538 East 55TH Street ,1538 E 55TH ST,"Chicago, IL","1538 E 55TH ST, Chicago, IL","1", Daily Maroon,February,"16","1973",,"-87.5883075","41.7955302","1538 e 55th st, chicago, il 60615, usa"
1538_East_55TH_Street_@1538_E_55TH_ST@.html,1538_East_55TH_Street_,1538_E_55TH_ST,1538 East 55TH Street ,1538 E 55TH ST,"Chicago, IL","1538 E 55TH ST, Chicago, IL","1", Daily Maroon,February,"11","1977",,"-87.5883075","41.7955302","1538 e 55th st, chicago, il 60615, usa"
1538_East_55TH_Street_@1538_E_55TH_ST@.html,1538_East_55TH_Street_,1538_E_55TH_ST,1538 East 55TH Street ,1538 E 55TH ST,"Chicago, IL","1538 E 55TH ST, Chicago, IL","1", Daily Maroon,March,"14","1969",,"-87.5883075","41.7955302","1538 e 55th st, chicago, il 60615, usa"
1538_East_55TH_Street_@1538_E_55TH_ST@.html,1538_East_55TH_Street_,1538_E_55TH_ST,1538 East 55TH Street ,1538 E 55TH ST,"Chicago, IL","1538 E 55TH ST, Chicago, IL","1", Daily Maroon,October,"19","1973",,"-87.5883075","41.7955302","1538 e 55th st, chicago, il 60615, usa"
1538_East_55TH_Street_@1538_E_55TH_ST@.html,1538_East_55TH_Street_,1538_E_55TH_ST,1538 East 55TH Street ,1538 E 55TH ST,"Chicago, IL","1538 E 55TH ST, Chicago, IL","2", Daily Maroon,September,"24","1982",,"-87.5883075","41.7955302","1538 e 55th st, chicago, il 60615, usa"
1538_East_55TH_Street_@1538_E_55TH_ST@.html,1538_East_55TH_Street_,1538_E_55TH_ST,1538 East 55TH Street ,1538 E 55TH ST,"Chicago, IL","1538 E 55TH ST, Chicago, IL","1", Daily Maroon,October,"12","1973",,"-87.5883075","41.7955302","1538 e 55th st, chicago, il 60615, usa"
1538_East_55TH_Street_@1538_E_55TH_ST@.html,1538_East_55TH_Street_,1538_E_55TH_ST,1538 East 55TH Street ,1538 E 55TH ST,"Chicago, IL","1538 E 55TH ST, Chicago, IL","1", Daily Maroon,December,"4","1970",,"-87.5883075","41.7955302","1538 e 55th st, chicago, il 60615, usa"
1503_E._57TH_ST_@1503_E_57TH_ST@.html,1503_E._57TH_ST_,1503_E_57TH_ST,1503 E. 57TH ST ,1503 E 57TH ST,"Chicago, IL","1503 E 57TH ST, Chicago, IL","1", Daily Maroon,November,"5","1974",,"-87.5888293","41.791336","1503 e 57th st, chicago, il 60637, usa"
1503_E._57TH_ST_@1503_E_57TH_ST@.html,1503_E._57TH_ST_,1503_E_57TH_ST,1503 E. 57TH ST ,1503 E 57TH ST,"Chicago, IL","1503 E 57TH ST, Chicago, IL","1", Daily Maroon,October,"29","1974",,"-87.5888293","41.791336","1503 e 57th st, chicago, il 60637, usa"
1503_E._57TH_ST_@1503_E_57TH_ST@.html,1503_E._57TH_ST_,1503_E_57TH_ST,1503 E. 57TH ST ,1503 E 57TH ST,"Chicago, IL","1503 E 57TH ST, Chicago, IL","1", Daily Maroon,January,"31","1975",,"-87.5888293","41.791336","1503 e 57th st, chicago, il 60637, usa"
1503_E._57TH_ST_@1503_E_57TH_ST@.html,1503_E._57TH_ST_,1503_E_57TH_ST,1503 E. 57TH ST ,1503 E 57TH ST,"Chicago, IL","1503 E 57TH ST, Chicago, IL","1", Daily Maroon,April,"1","1975",,"-87.5888293","41.791336","1503 e 57th st, chicago, il 60637, usa"
1503_E._57TH_ST_@1503_E_57TH_ST@.html,1503_E._57TH_ST_,1503_E_57TH_ST,1503 E. 57TH ST ,1503 E 57TH ST,"Chicago, IL","1503 E 57TH ST, Chicago, IL","1", Daily Maroon,January,"28","1975",,"-87.5888293","41.791336","1503 e 57th st, chicago, il 60637, usa"
1503_E._57TH_ST_@1503_E_57TH_ST@.html,1503_E._57TH_ST_,1503_E_57TH_ST,1503 E. 57TH ST ,1503 E 57TH ST,"Chicago, IL","1503 E 57TH ST, Chicago, IL","1", Daily Maroon,May,"13","1975",,"-87.5888293","41.791336","1503 e 57th st, chicago, il 60637, usa"
1503_E._57TH_ST_@1503_E_57TH_ST@.html,1503_E._57TH_ST_,1503_E_57TH_ST,1503 E. 57TH ST ,1503 E 57TH ST,"Chicago, IL","1503 E 57TH ST, Chicago, IL","1", Daily Maroon,May,"6","1975",,"-87.5888293","41.791336","1503 e 57th st, chicago, il 60637, usa"
1503_E._57TH_ST_@1503_E_57TH_ST@.html,1503_E._57TH_ST_,1503_E_57TH_ST,1503 E. 57TH ST ,1503 E 57TH ST,"Chicago, IL","1503 E 57TH ST, Chicago, IL","1", Daily Maroon,April,"15","1975",,"-87.5888293","41.791336","1503 e 57th st, chicago, il 60637, usa"
1503_E._57TH_ST_@1503_E_57TH_ST@.html,1503_E._57TH_ST_,1503_E_57TH_ST,1503 E. 57TH ST ,1503 E 57TH ST,"Chicago, IL","1503 E 57TH ST, Chicago, IL","1", Daily Maroon,October,"8","1974",,"-87.5888293","41.791336","1503 e 57th st, chicago, il 60637, usa"
1503_E._57TH_ST_@1503_E_57TH_ST@.html,1503_E._57TH_ST_,1503_E_57TH_ST,1503 E. 57TH ST ,1503 E 57TH ST,"Chicago, IL","1503 E 57TH ST, Chicago, IL","1", Daily Maroon,February,"4","1975",,"-87.5888293","41.791336","1503 e 57th st, chicago, il 60637, usa"
1503_E._57TH_ST_@1503_E_57TH_ST@.html,1503_E._57TH_ST_,1503_E_57TH_ST,1503 E. 57TH ST ,1503 E 57TH ST,"Chicago, IL","1503 E 57TH ST, Chicago, IL","1", Daily Maroon,February,"18","1975",,"-87.5888293","41.791336","1503 e 57th st, chicago, il 60637, usa"
1503_E._57TH_ST_@1503_E_57TH_ST@.html,1503_E._57TH_ST_,1503_E_57TH_ST,1503 E. 57TH ST ,1503 E 57TH ST,"Chicago, IL","1503 E 57TH ST, Chicago, IL","1", Daily Maroon,March,"4","1975",,"-87.5888293","41.791336","1503 e 57th st, chicago, il 60637, usa"
1503_E._57TH_ST_@1503_E_57TH_ST@.html,1503_E._57TH_ST_,1503_E_57TH_ST,1503 E. 57TH ST ,1503 E 57TH ST,"Chicago, IL","1503 E 57TH ST, Chicago, IL","1", Daily Maroon,April,"29","1975",,"-87.5888293","41.791336","1503 e 57th st, chicago, il 60637, usa"
1503_E._57TH_ST_@1503_E_57TH_ST@.html,1503_E._57TH_ST_,1503_E_57TH_ST,1503 E. 57TH ST ,1503 E 57TH ST,"Chicago, IL","1503 E 57TH ST, Chicago, IL","1", Daily Maroon,July,"25","1975",,"-87.5888293","41.791336","1503 e 57th st, chicago, il 60637, usa"
1503_E._57TH_ST_@1503_E_57TH_ST@.html,1503_E._57TH_ST_,1503_E_57TH_ST,1503 E. 57TH ST ,1503 E 57TH ST,"Chicago, IL","1503 E 57TH ST, Chicago, IL","1", Daily Maroon,April,"8","1975",,"-87.5888293","41.791336","1503 e 57th st, chicago, il 60637, usa"
1503_E._57TH_ST_@1503_E_57TH_ST@.html,1503_E._57TH_ST_,1503_E_57TH_ST,1503 E. 57TH ST ,1503 E 57TH ST,"Chicago, IL","1503 E 57TH ST, Chicago, IL","1", Daily Maroon,January,"14","1975",,"-87.5888293","41.791336","1503 e 57th st, chicago, il 60637, usa"
1503_E._57TH_ST_@1503_E_57TH_ST@.html,1503_E._57TH_ST_,1503_E_57TH_ST,1503 E. 57TH ST ,1503 E 57TH ST,"Chicago, IL","1503 E 57TH ST, Chicago, IL","1", Daily Maroon,September,"27","1974",,"-87.5888293","41.791336","1503 e 57th st, chicago, il 60637, usa"
1503_E._57TH_ST_@1503_E_57TH_ST@.html,1503_E._57TH_ST_,1503_E_57TH_ST,1503 E. 57TH ST ,1503 E 57TH ST,"Chicago, IL","1503 E 57TH ST, Chicago, IL","1", Daily Maroon,February,"11","1975",,"-87.5888293","41.791336","1503 e 57th st, chicago, il 60637, usa"
1503_E._57TH_ST_@1503_E_57TH_ST@.html,1503_E._57TH_ST_,1503_E_57TH_ST,1503 E. 57TH ST ,1503 E 57TH ST,"Chicago, IL","1503 E 57TH ST, Chicago, IL","1", Daily Maroon,April,"22","1975",,"-87.5888293","41.791336","1503 e 57th st, chicago, il 60637, usa"
1503_E._57TH_ST_@1503_E_57TH_ST@.html,1503_E._57TH_ST_,1503_E_57TH_ST,1503 E. 57TH ST ,1503 E 57TH ST,"Chicago, IL","1503 E 57TH ST, Chicago, IL","1", Daily Maroon,August,"1","1975",,"-87.5888293","41.791336","1503 e 57th st, chicago, il 60637, usa"
1811_East_71ST_Street_@1811_E_71ST_ST@.html,1811_East_71ST_Street_,1811_E_71ST_ST,1811 East 71ST Street ,1811 E 71ST ST,"Chicago, IL","1811 E 71ST ST, Chicago, IL","1", Daily Maroon,October,"31","1969",,"-87.5808739","41.7658978","1811 e 71st st, chicago, il 60649, usa"
1811_East_71ST_Street_@1811_E_71ST_ST@.html,1811_East_71ST_Street_,1811_E_71ST_ST,1811 East 71ST Street ,1811 E 71ST ST,"Chicago, IL","1811 E 71ST ST, Chicago, IL","1", Daily Maroon,November,"7","1969",,"-87.5808739","41.7658978","1811 e 71st st, chicago, il 60649, usa"
1309_East_67TH_ST_@1309_E_67TH_ST@.html,1309_East_67TH_ST_,1309_E_67TH_ST,1309 East 67TH ST ,1309 E 67TH ST,"Chicago, IL","1309 E 67TH ST, Chicago, IL","1", Daily Maroon,January,"7","1926",,"-87.593228","41.7732513","1309 e 67th st, chicago, il 60619, usa"
784_E._100TH_Place_@784_E_100TH_PL@.html,784_E._100TH_Place_,784_E_100TH_PL,784 E. 100TH Place ,784 E 100TH PL,"Chicago, IL","784 E 100TH PL, Chicago, IL","1", Daily Maroon,March,"7","1975",,"-87.6039996","41.7122492","784 e 100th pl, chicago, il 60628, usa"
2_East_57TH_Street_@2_E_57TH_ST@.html,2_East_57TH_Street_,2_E_57TH_ST,2 East 57TH Street ,2 E 57TH ST,"Chicago, IL","2 E 57TH ST, Chicago, IL","1", Daily Maroon,July,"16","1929",,"-87.6255428","41.7910135","2 e 57th st, chicago, il 60637, usa"
1547_E._53RD_ST_@1547_E_53RD_ST@.html,1547_E._53RD_ST_,1547_E_53RD_ST,1547 E. 53RD ST ,1547 E 53RD ST,"Chicago, IL","1547 E 53RD ST, Chicago, IL","1", Daily Maroon,October,"16","1964",,"-87.5873804","41.7995763","1547 e 53rd st, chicago, il 60615, usa"
1011_East_53RD_Street_@1011_E_53RD_ST@.html,1011_East_53RD_Street_,1011_E_53RD_ST,1011 East 53RD Street ,1011 E 53RD ST,"Chicago, IL","1011 E 53RD ST, Chicago, IL","2", Daily Maroon,May,"7","1963",,"-87.6007364","41.7992278","1011 e 53rd st, chicago, il 60615, usa"
1011_East_53RD_Street_@1011_E_53RD_ST@.html,1011_East_53RD_Street_,1011_E_53RD_ST,1011 East 53RD Street ,1011 E 53RD ST,"Chicago, IL","1011 E 53RD ST, Chicago, IL","1", Daily Maroon,June,"21","1963",,"-87.6007364","41.7992278","1011 e 53rd st, chicago, il 60615, usa"
1011_East_53RD_Street_@1011_E_53RD_ST@.html,1011_East_53RD_Street_,1011_E_53RD_ST,1011 East 53RD Street ,1011 E 53RD ST,"Chicago, IL","1011 E 53RD ST, Chicago, IL","1", Daily Maroon,July,"19","1963",,"-87.6007364","41.7992278","1011 e 53rd st, chicago, il 60615, usa"
1011_East_53RD_Street_@1011_E_53RD_ST@.html,1011_East_53RD_Street_,1011_E_53RD_ST,1011 East 53RD Street ,1011 E 53RD ST,"Chicago, IL","1011 E 53RD ST, Chicago, IL","1", Daily Maroon,July,"5","1963",,"-87.6007364","41.7992278","1011 e 53rd st, chicago, il 60615, usa"
1011_East_53RD_Street_@1011_E_53RD_ST@.html,1011_East_53RD_Street_,1011_E_53RD_ST,1011 East 53RD Street ,1011 E 53RD ST,"Chicago, IL","1011 E 53RD ST, Chicago, IL","2", Daily Maroon,March,"6","1963",,"-87.6007364","41.7992278","1011 e 53rd st, chicago, il 60615, usa"
1011_East_53RD_Street_@1011_E_53RD_ST@.html,1011_East_53RD_Street_,1011_E_53RD_ST,1011 East 53RD Street ,1011 E 53RD ST,"Chicago, IL","1011 E 53RD ST, Chicago, IL","1", Daily Maroon,August,"2","1963",,"-87.6007364","41.7992278","1011 e 53rd st, chicago, il 60615, usa"
1011_East_53RD_Street_@1011_E_53RD_ST@.html,1011_East_53RD_Street_,1011_E_53RD_ST,1011 East 53RD Street ,1011 E 53RD ST,"Chicago, IL","1011 E 53RD ST, Chicago, IL","1", Daily Maroon,April,"16","1963",,"-87.6007364","41.7992278","1011 e 53rd st, chicago, il 60615, usa"
1011_East_53RD_Street_@1011_E_53RD_ST@.html,1011_East_53RD_Street_,1011_E_53RD_ST,1011 East 53RD Street ,1011 E 53RD ST,"Chicago, IL","1011 E 53RD ST, Chicago, IL","1", Daily Maroon,April,"23","1963",,"-87.6007364","41.7992278","1011 e 53rd st, chicago, il 60615, usa"
1011_East_53RD_Street_@1011_E_53RD_ST@.html,1011_East_53RD_Street_,1011_E_53RD_ST,1011 East 53RD Street ,1011 E 53RD ST,"Chicago, IL","1011 E 53RD ST, Chicago, IL","1", Daily Maroon,April,"2","1963",,"-87.6007364","41.7992278","1011 e 53rd st, chicago, il 60615, usa"
1011_East_53RD_Street_@1011_E_53RD_ST@.html,1011_East_53RD_Street_,1011_E_53RD_ST,1011 East 53RD Street ,1011 E 53RD ST,"Chicago, IL","1011 E 53RD ST, Chicago, IL","1", Daily Maroon,April,"30","1963",,"-87.6007364","41.7992278","1011 e 53rd st, chicago, il 60615, usa"
1011_East_53RD_Street_@1011_E_53RD_ST@.html,1011_East_53RD_Street_,1011_E_53RD_ST,1011 East 53RD Street ,1011 E 53RD ST,"Chicago, IL","1011 E 53RD ST, Chicago, IL","1", Daily Maroon,April,"9","1963",,"-87.6007364","41.7992278","1011 e 53rd st, chicago, il 60615, usa"
1011_East_53RD_Street_@1011_E_53RD_ST@.html,1011_East_53RD_Street_,1011_E_53RD_ST,1011 East 53RD Street ,1011 E 53RD ST,"Chicago, IL","1011 E 53RD ST, Chicago, IL","1", Daily Maroon,May,"17","1963",,"-87.6007364","41.7992278","1011 e 53rd st, chicago, il 60615, usa"
1011_East_53RD_Street_@1011_E_53RD_ST@.html,1011_East_53RD_Street_,1011_E_53RD_ST,1011 East 53RD Street ,1011 E 53RD ST,"Chicago, IL","1011 E 53RD ST, Chicago, IL","1", Daily Maroon,June,"7","1963",,"-87.6007364","41.7992278","1011 e 53rd st, chicago, il 60615, usa"
1647_E._53RD_ST_@1647_E_53RD_ST@.html,1647_E._53RD_ST_,1647_E_53RD_ST,1647 E. 53RD ST ,1647 E 53RD ST,"Chicago, IL","1647 E 53RD ST, Chicago, IL","1", Daily Maroon,April,"10","1964",,"-87.584641","41.799462","1647 e 53rd st, chicago, il 60615, usa"
