,State,Date,Count
982,UT,2015-01-08,2
983,UT,2015-01-14,1
984,UT,2015-02-15,1
985,UT,2015-02-16,1
986,UT,2015-05-03,1
987,UT,2015-06-29,1
988,UT,2015-07-09,2
989,UT,2015-07-29,1
990,UT,2015-08-26,1
991,UT,2015-08-28,1
992,UT,2015-09-23,1
993,VA,2015-01-14,2
994,VA,2015-03-24,1
995,VA,2015-03-30,1
996,VA,2015-04-03,2
997,VA,2015-04-22,2
998,VA,2015-04-29,2
999,VA,2015-05-05,2
1000,VA,2015-05-19,1
1001,VA,2015-06-24,2
1002,VA,2015-07-04,2
1003,VA,2015-08-03,2
1004,VA,2015-08-05,2
1005,VA,2015-08-22,2
1006,VA,2015-09-05,3
1007,VA,2015-09-20,2
1008,VA,2015-09-23,2
1009,VA,2015-10-17,1
1010,VA,2015-12-08,1
1011,VA,2015-12-19,2
1012,VA,2015-12-28,1
1013,VT,2015-12-22,1
1014,WA,2015-01-02,2
1015,WA,2015-02-10,1
1016,WA,2015-03-19,2
1017,WA,2015-04-04,1
1018,WA,2015-04-21,2
1019,WA,2015-05-04,2
1020,WA,2015-05-10,2
1021,WA,2015-05-26,1
1022,WA,2015-06-07,1
1023,WA,2015-07-17,2
1024,WA,2015-08-05,1
1025,WA,2015-08-08,2
1026,WA,2015-08-19,1
1027,WA,2015-08-21,1
1028,WA,2015-10-15,2
1029,WA,2015-12-06,1
1030,WA,2015-12-13,2
1031,WI,2015-02-24,1
1032,WI,2015-03-05,1
1033,WI,2015-03-06,2
1034,WI,2015-03-14,1
1035,WI,2015-03-24,2
1036,WI,2015-07-16,1
1037,WI,2015-07-22,2
1038,WI,2015-08-05,1
1039,WI,2015-09-09,1
1040,WI,2015-10-24,1
1041,WI,2015-12-05,1
1042,WV,2015-03-13,1
1043,WV,2015-03-14,1
1044,WV,2015-03-27,2
1045,WV,2015-06-05,2
1046,WV,2015-07-02,1
1047,WV,2015-08-01,2
1048,WV,2015-09-01,2
1049,WV,2015-09-29,1
1050,WV,2015-09-30,1
1051,WV,2015-11-05,2
1052,WV,2015-11-09,1
1053,WV,2015-12-14,1
1054,WY,2015-05-20,1
1055,WY,2015-07-12,2
1056,WY,2015-07-16,2
1057,WY,2015-07-23,1
1058,WY,2015-12-06,1
1059,WY,2015-12-30,1
